Customer ID,Purchase Date,Product Category,Product Price,Quantity,Total Purchase Amount,Payment Method,Customer Age,Returns,Customer Name,Age,Gender,Churn
8736.0,2020-05-05 16:18:24,Clothing,353,4,1417,PayPal,65,1.0,Teresa Haley,65,Female,1
,,,229,5,1014,Credit Card,41,0.0,Cassandra Contreras,41,Male,0
48032.0,2021-11-19 19:43:41,Books,245,4,588,Credit Card,39,0.0,Alexis Oneill,39,Male,1
7658.0,2021-10-31 00:13:02,Clothing,129,2,3427,Credit Card,18,,Craig Garner DDS,18,Male,0
28868.0,2023-05-19 00:08:21,CLOTHING,484,2,1584,PAYPAL,26,0.0,DANIEL DIXON,26,FEMALE,0
,,,78,5,4651,PayPal,28,0.0,Susan Glover,28,Female,0
1236.0,2020-05-02 17:42:25,Books,386,3,3397,PayPal,47,,Kevin Escobar,47,Female,0
8337.0,2023-08-15 08:23:46,Clothing,330,3,3913,PayPal,67,,Caitlin Cooper,67,Male,0
25606.0,2021-07-05 18:04:38,Books,27,2,4960,PayPal,46,1.0,Kevin Nelson,46,Female,0
26143.0,2020-01-18 20:22:23,Books,59,4,2239,Cash,25,0.0,Joanne Hernandez,25,Male,0
1401.0,2020-03-11 04:26:07,Clothing,462,3,3516,PayPal,46,1.0,Robert Diaz,46,Male,0
19413.0,2023-05-04 19:22:11,Home,154,1,3289,PayPal,31,,Michelle Carlson,31,Female,0
27222.0,2021-01-12 06:00:15,Clothing,484,5,184,PayPal,33,,Jessica Torres,33,Male,0
39203.0,2020-01-17 15:12:31,Home,295,1,3925,PayPal,25,0.0,Julian Kaiser,25,Male,0
48806.0,2022-04-23 07:46:56,Home,405,3,4520,PayPal,67,0.0,Mrs. Courtney Rowland MD,67,Male,0
21445.0,2023-07-13 23:59:30,Home,99,5,4765,Credit Card,52,0.0,Alisha Walker,52,Female,0
11114.0,2022-04-18 13:46:18,Electronics,395,4,1929,Credit Card,47,0.0,Melinda Blackburn,47,Female,1
23829.0,2021-02-26 07:07:45,Electronics,179,2,3820,Cash,67,0.0,Nancy Lee,67,Male,0
3001.0,2022-10-06 15:30:21,Home,309,2,4036,Credit Card,64,0.0,Christopher Parks,64,Male,0
49360.0,2022-04-14 18:56:21,Electronics,169,2,3668,Cash,68,0.0,Maria Cole,68,Female,0
20247.0,2020-03-11 06:55:34,Electronics,406,3,5058,Credit Card,57,1.0,Dennis Nichols,57,Male,1
33778.0,2020-07-15 10:36:59,Books,362,5,3919,Crypto,38,0.0,Bonnie Mejia,38,Male,0
10049.0,2023-07-27 18:45:05,Clothing,429,4,3911,Cash,68,0.0,Laura Adams,68,Female,0
19487.0,2022-05-02 05:13:39,Home,81,5,1040,Cash,41,0.0,Jonathan Davis,41,Male,0
30156.0,2023-05-25 20:28:29,Books,314,5,423,Credit Card,57,0.0,Wayne Nash,57,Male,0
42781.0,2021-08-24 11:14:50,Electronics,274,5,3643,Credit Card,18,1.0,David Finley,18,Male,0
9187.0,2021-01-06 16:38:26,Clothing,372,1,3808,Cash,38,0.0,Mrs. Christine Gutierrez MD,38,Female,1
2392.0,2021-01-05 06:02:13,Books,210,1,492,PayPal,52,1.0,Teresa Smith,52,Male,0
13285.0,2021-10-31 13:51:49,Books,134,5,5061,Credit Card,44,,Anita Valdez,44,Male,1
2994.0,2023-07-04 08:01:54,Books,350,2,3310,Credit Card,66,1.0,Sabrina Peterson,66,Female,0
45559.0,2022-03-24 16:49:28,Books,38,4,3443,PayPal,55,0.0,Sonia Jones,55,Male,0
3147.0,2021-12-31 05:10:17,Books,93,3,5215,PayPal,50,1.0,Brian Wilson,50,Male,0
38805.0,2023-09-04 21:58:29,Clothing,320,1,4057,PayPal,68,0.0,Michael King,68,Male,0
27698.0,2022-01-07 09:08:20,Home,414,2,1449,Crypto,69,1.0,Jody Crawford,69,Female,0
42785.0,2020-04-20 01:47:44,Clothing,68,1,826,Credit Card,26,1.0,Rachel Ryan,26,Female,0
19519.0,2020-10-11 07:10:09,Clothing,386,5,4687,Credit Card,70,0.0,Frederick Scott,70,Male,1
45954.0,2020-04-14 00:23:48,Books,20,3,1682,Cash,65,0.0,Lauren Rodriguez,65,Female,0
10772.0,2023-04-29 15:51:44,Books,500,2,3376,Cash,53,0.0,Jacqueline Carr,53,Male,0
41426.0,2023-01-25 23:15:05,Books,74,3,1800,Credit Card,70,1.0,Christine Jones,70,Male,0
32106.0,2022-09-28 13:33:38,Books,91,1,269,Credit Card,46,0.0,Angela Reed,46,Male,0
41971.0,2020-08-29 20:04:24,Clothing,175,1,3790,Cash,25,1.0,Denise Mathews,25,Male,1
18531.0,2021-03-09 11:00:30,Electronics,60,2,1444,PayPal,23,0.0,Lee Hernandez,23,Female,1
,,,231,5,5074,PayPal,69,0.0,Kim Mccall,69,Female,0
30112.0,2021-01-19 00:57:25,Books,170,4,2149,Credit Card,31,0.0,Michael Jones,31,Male,0
956.0,2021-04-16 22:11:27,Home,370,4,2789,Crypto,69,1.0,Olivia Farmer,69,Male,1
42128.0,2022-01-17 12:56:08,Books,299,1,4770,Credit Card,37,,Laura Burns,37,Male,0
,,,265,5,3047,PayPal,19,1.0,Richard Marshall,19,Male,0
17532.0,2023-07-05 17:48:21,Clothing,394,1,1968,Credit Card,49,1.0,Michelle Lawson,49,Female,0
7859.0,2021-01-28 02:29:40,Books,463,1,1414,PayPal,67,0.0,Mathew Kramer,67,Female,0
8504.0,2021-05-31 11:44:19,Clothing,71,5,2618,Crypto,66,1.0,Sean Edwards,66,Male,0
49755.0,2020-04-10 10:39:51,Books,323,5,3582,Crypto,36,0.0,Carol Costa,36,Male,1
252.0,2021-07-02 20:59:19,Home,438,3,2948,PayPal,39,1.0,Maria Kim,39,Female,0
40810.0,2022-08-27 14:03:52,Books,35,4,2979,Credit Card,43,0.0,Cynthia Watkins,43,Female,0
38820.0,2022-10-24 15:08:06,Clothing,10,4,4901,PayPal,46,,Robert Aguilar,46,Male,1
,,,228,5,2402,PayPal,65,,Michele Stanton,65,Male,0
37472.0,2021-04-20 14:36:27,Home,450,5,2861,Cash,19,1.0,Robert Garcia,19,Male,0
35273.0,2020-01-13 02:17:56,Clothing,233,4,3092,Crypto,66,1.0,Kyle Rhodes,66,Female,1
34192.0,2020-06-04 08:11:30,Clothing,343,2,4717,PayPal,55,1.0,Christina Sanders,55,Female,1
,,,493,4,2847,Credit Card,66,0.0,Sandra Ramos,66,Female,0
9451.0,2020-02-20 10:55:35,Electronics,384,4,3801,Credit Card,47,,Melissa Peterson,47,Female,0
43579.0,2022-12-11 18:21:11,Electronics,277,4,2059,Cash,33,1.0,Shelly Petersen,33,Female,0
7293.0,2022-12-07 21:39:09,Clothing,225,5,3275,PayPal,23,0.0,Amanda Gibson,23,Female,0
,,,134,3,2855,Cash,35,0.0,Bradley Blackwell,35,Female,0
30475.0,2022-11-23 04:34:03,Clothing,92,5,1245,Credit Card,69,,Jeffery Byrd,69,Female,0
38429.0,2022-02-02 08:44:14,Home,476,3,4181,Credit Card,62,0.0,James Shah,62,Female,0
13011.0,2020-07-17 06:53:09,BOOKS,249,5,3889,CREDIT CARD,31,0.0,ANTHONY LEWIS,31,FEMALE,0
28379.0,2020-03-31 06:14:45,Clothing,364,3,1828,Cash,27,0.0,April Johnson,27,Female,0
,,,173,4,388,Cash,31,1.0,Tiffany Bowen,31,Male,0
21646.0,2022-01-02 19:52:18,Clothing,486,2,2328,PayPal,25,0.0,Benjamin Garcia,25,Female,0
4283.0,2023-03-03 08:24:54,Home,310,3,4296,Cash,33,0.0,Jeffery Graham,33,Male,0
3404.0,2020-11-24 05:02:31,Home,54,4,766,Cash,33,1.0,Stephen Jones,33,Male,0
40594.0,2022-12-13 12:02:27,Electronics,374,1,4662,Credit Card,68,1.0,Shannon Thornton,68,Male,0
,,,320,4,1516,PayPal,60,0.0,Kimberly Farley,60,Female,0
,,,71,5,3229,PayPal,32,1.0,Ian Jackson,32,Female,0
,,,234,3,1460,Credit Card,43,0.0,Alyssa Greene,43,Male,0
28664.0,2021-12-15 21:14:16,Clothing,341,1,4483,Crypto,18,0.0,Michelle Young,18,Male,0
41784.0,2022-06-07 18:12:19,Books,242,3,1397,Credit Card,57,1.0,Karen Rios,57,Male,0
2745.0,2021-09-06 14:46:44,Clothing,24,5,2742,PayPal,39,1.0,Michael Garcia,39,Male,0
3361.0,2022-05-22 04:02:18,Clothing,418,5,1467,Credit Card,59,0.0,Jessica Lee,59,Male,0
41295.0,2020-11-15 15:02:13,Home,97,4,3181,PayPal,53,0.0,Laura Kim,53,Male,0
43531.0,2022-09-06 04:54:16,Electronics,43,2,4230,Credit Card,33,0.0,Casey Thomas,33,Male,0
44256.0,2022-09-12 20:46:08,Home,300,2,4323,Crypto,37,1.0,Mike Stewart,37,Male,0
36941.0,2023-04-01 12:36:39,Clothing,63,5,838,PayPal,36,1.0,Ernest Friedman,36,Female,1
48230.0,2023-04-26 16:36:43,Books,433,5,412,PayPal,61,1.0,Vickie Jenkins,61,Male,0
45259.0,2020-01-23 23:46:46,Clothing,260,1,1921,Credit Card,58,0.0,Erica Mcbride,58,Male,0
,,,307,2,3512,PayPal,54,1.0,Laura Castaneda,54,Female,0
31335.0,2023-08-04 23:56:37,Books,343,5,4749,PayPal,52,1.0,Sean Harris,52,Male,0
38604.0,2022-06-07 10:23:37,Clothing,406,2,1118,Credit Card,54,0.0,Dr. Bradley Munoz,54,Male,0
4462.0,2020-07-26 08:26:21,Books,138,5,3057,PayPal,43,1.0,Clarence Lyons,43,Female,0
44815.0,2020-10-01 04:49:21,Home,376,4,3947,Credit Card,42,0.0,James Stewart,42,Male,0
11661.0,2023-05-17 12:07:22,Clothing,409,5,1712,Cash,34,1.0,Terry Blackwell,34,Female,0
6093.0,2023-03-13 20:10:42,Electronics,29,3,4214,PayPal,66,,Megan Woodard,66,Male,0
49639.0,2020-08-30 12:35:47,Electronics,455,2,2934,PayPal,29,0.0,Jacqueline Hawkins,29,Male,0
10667.0,2020-01-06 18:18:01,Books,458,1,4903,Credit Card,65,0.0,William Hernandez,65,Male,0
40393.0,2020-10-31 21:20:11,BOOKS,43,1,4032,CREDIT CARD,29,,ARIEL GORDON,29,FEMALE,0
33321.0,2021-03-03 11:47:31,Electronics,235,1,2665,Crypto,33,1.0,Christopher Boone,33,Female,1
12899.0,2022-12-22 14:59:07,ELECTRONICS,288,5,2874,CREDIT CARD,59,,ROBERT TUCKER,59,MALE,1
25893.0,2022-01-31 02:20:21,Home,215,3,1270,Credit Card,50,,Amanda Dennis,50,Female,0
11619.0,2022-06-14 13:40:31,Books,85,2,1978,Credit Card,63,1.0,Jamie Raymond,63,Female,0
27513.0,2022-11-16 05:41:55,Books,272,5,4331,Cash,42,1.0,Jeffrey Stewart,42,Female,0
25034.0,2021-02-26 03:08:44,Clothing,211,2,2075,Credit Card,64,1.0,Monique Miller,64,Male,0
37264.0,2020-11-18 15:11:34,HOME,449,5,3430,CREDIT CARD,24,0.0,PAUL THOMAS,24,MALE,1
22327.0,2020-12-31 03:48:03,Home,211,3,4254,Crypto,37,0.0,Jordan Blevins,37,Male,0
40995.0,2022-12-05 09:07:14,Home,206,4,4902,Credit Card,25,1.0,Denise Lopez,25,Female,0
7760.0,2020-03-03 03:57:55,Home,115,3,4461,Credit Card,20,1.0,Jerry Miller,20,Female,1
11984.0,2021-10-20 07:13:53,Books,251,4,1701,Cash,66,0.0,Ashley Small,66,Male,0
23679.0,2022-02-07 02:44:10,Clothing,461,4,3302,Cash,39,,Sarah Brooks,39,Male,0
47072.0,2022-03-04 18:00:52,Clothing,260,3,4607,Cash,34,,John Cox,34,Female,1
26769.0,2023-08-13 03:13:17,Clothing,204,4,449,Credit Card,30,0.0,John Spencer,30,Female,0
39844.0,2022-01-19 01:12:44,Clothing,460,2,4458,Crypto,59,1.0,Heidi Thompson,59,Male,1
12129.0,2022-04-04 00:29:53,Books,307,3,3665,Credit Card,51,,Stacy Roman,51,Female,0
35424.0,2021-12-24 22:28:19,Clothing,479,5,2069,Credit Card,53,1.0,Lindsay Soto,53,Male,0
28735.0,2022-03-01 05:45:02,Home,132,1,2313,Cash,67,0.0,Brent Wilkerson,67,Female,0
2110.0,2022-07-19 01:32:04,Clothing,223,1,2841,Credit Card,56,1.0,Marie Shah,56,Male,0
17423.0,2023-06-26 08:06:56,Books,402,4,407,Credit Card,65,1.0,Erica Sanchez,65,Male,1
1163.0,2022-08-09 10:31:41,Home,322,3,2343,Credit Card,54,1.0,Cassidy Olson,54,Female,0
25455.0,2020-05-05 08:47:43,Electronics,346,5,4042,Crypto,44,0.0,James Chapman,44,Male,0
17059.0,2020-03-06 01:10:53,Clothing,112,2,2052,Cash,22,0.0,Luis Stokes,22,Male,0
7243.0,2023-06-28 22:33:43,Clothing,334,5,723,PayPal,41,0.0,Jeffery Ortega,41,Male,0
35181.0,2022-09-16 17:47:14,Home,373,3,2290,Credit Card,66,1.0,Christopher Rogers,66,Female,0
38332.0,2023-04-20 11:33:40,Electronics,471,3,886,Credit Card,26,0.0,Virginia Thompson,26,Male,0
10690.0,2021-03-20 07:35:01,Books,219,2,687,PayPal,42,,Shannon Mann,42,Female,0
29146.0,2020-11-26 02:54:47,Home,340,3,3704,Cash,30,0.0,Daniel Aguirre,30,Female,0
13782.0,2020-10-31 09:05:15,Clothing,289,2,1642,Credit Card,18,,Diana Johnson,18,Female,1
48497.0,2021-07-08 22:56:25,Books,71,3,3803,Credit Card,60,0.0,Arthur Martinez,60,Female,1
34747.0,2023-04-10 04:56:58,Electronics,400,2,477,Cash,29,0.0,Willie Kaiser,29,Male,1
26805.0,2023-08-13 11:16:49,Books,70,4,2751,PayPal,56,0.0,April Garcia,56,Male,0
45297.0,2022-11-18 22:08:43,Books,120,2,2971,PayPal,67,0.0,Jill Harrington,67,Male,1
32359.0,2020-03-06 09:35:25,Home,332,1,4443,Credit Card,52,1.0,Marcus Gamble,52,Male,1
42239.0,2020-04-26 22:09:13,Home,113,2,734,PayPal,67,0.0,Brian Ross,67,Male,0
26972.0,2021-06-27 17:02:58,Home,193,4,2712,Credit Card,32,1.0,Kevin Maxwell,32,Male,0
16649.0,2020-11-07 04:12:46,Books,482,1,996,Credit Card,29,0.0,Charles Rodriguez,29,Female,0
16848.0,2023-04-21 18:15:08,Home,359,3,318,PayPal,23,1.0,John White,23,Male,0
28754.0,2020-10-23 15:11:32,Clothing,117,2,1136,PayPal,20,0.0,Jessica Garner,20,Male,0
47094.0,2023-03-15 03:34:01,Books,285,1,4635,Cash,31,0.0,Mr. Jeffrey Smith,31,Female,0
1942.0,2022-08-05 05:14:54,Electronics,31,1,3798,PayPal,20,0.0,Stephanie Jackson,20,Female,0
38733.0,2021-01-29 03:03:20,Electronics,26,2,672,Cash,25,1.0,Amanda Archer MD,25,Male,1
35989.0,2020-04-14 17:24:15,Home,281,5,2976,PayPal,35,,Kenneth Bentley,35,Female,1
12520.0,2021-03-26 03:13:36,Books,303,1,4884,Cash,51,1.0,Amber Smith,51,Female,0
39647.0,2021-11-25 04:06:49,Clothing,136,5,2324,Credit Card,49,,Melanie Lee,49,Male,0
18223.0,2020-11-17 11:20:12,Books,329,3,1131,Credit Card,63,0.0,Michael Mcmillan,63,Female,0
26292.0,2023-08-26 08:38:16,Electronics,266,3,468,Crypto,50,1.0,Katherine Collins,50,Female,0
868.0,2022-01-15 01:14:20,Electronics,125,1,2586,PayPal,49,0.0,Matthew Lewis,49,Female,0
26570.0,2020-03-16 15:26:48,Electronics,290,5,488,PayPal,30,1.0,Kimberly Holland,30,Male,0
6245.0,2022-04-03 15:07:44,Books,87,5,363,Credit Card,33,,Jason Franklin,33,Female,0
22104.0,2021-06-05 05:33:05,Clothing,228,1,583,Cash,36,0.0,Donna Phillips,36,Female,0
31201.0,2020-03-20 21:41:57,Clothing,27,3,1166,Credit Card,51,0.0,Nicole White,51,Female,1
22617.0,2021-06-20 02:45:29,Books,496,3,1877,Credit Card,67,0.0,James Hall,67,Female,1
31548.0,2021-09-08 03:52:25,Clothing,388,4,703,Credit Card,32,0.0,Becky Fuller,32,Female,0
21458.0,2020-10-03 16:00:11,Books,116,2,3250,Credit Card,20,1.0,Amber Anderson,20,Male,0
43141.0,2020-10-09 12:51:46,Clothing,209,2,5010,Credit Card,64,1.0,Michael Horton,64,Female,0
19364.0,2021-07-26 23:05:44,Home,384,2,4657,Credit Card,68,0.0,Ryan Hill DDS,68,Male,0
23080.0,2023-06-20 08:18:20,Clothing,335,3,3484,PayPal,22,0.0,Sarah Griffith,22,Male,1
20118.0,2021-11-09 14:37:00,Home,388,3,1475,Credit Card,70,1.0,Christian Oneal,70,Male,0
45469.0,2022-07-04 19:10:28,Home,266,4,238,PayPal,24,1.0,William Fields,24,Female,0
14056.0,2022-03-14 18:04:43,Electronics,29,3,2903,Credit Card,67,,Kristin Green,67,Male,0
49250.0,2021-03-04 15:58:55,Books,339,3,1020,Credit Card,22,,Adam Chavez,22,Male,0
7583.0,2022-05-09 02:55:06,Electronics,119,5,1921,Credit Card,39,,Nicole Valentine,39,Female,1
22638.0,2020-04-22 11:53:13,Home,223,4,2747,Credit Card,19,0.0,Brian Anderson,19,Female,1
15048.0,2021-08-30 14:13:35,Electronics,66,3,1193,Cash,28,1.0,Nancy Smith,28,Male,0
496060.0,2020-07-05 02:53:24,Books,1070,40,7170,PayPal,270,10.0,Carl Alexander,270,Female,0
20574.0,2021-03-05 23:50:51,Electronics,493,4,895,Credit Card,60,0.0,Morgan Woodard,60,Male,0
47786.0,2020-04-22 10:40:51,Books,122,2,3766,Cash,30,,Joseph Gonzales,30,Female,0
10758.0,2022-08-01 21:26:23,Home,89,2,3192,Cash,40,,Robert Smith,40,Female,0
2230.0,2020-11-19 12:00:26,Books,174,4,5142,Credit Card,70,,Walter Carter,70,Female,0
36799.0,2022-11-04 05:02:53,Books,267,5,4357,Credit Card,65,1.0,Stacy Baker,65,Male,0
45324.0,2021-03-01 08:16:22,Clothing,442,4,2218,Credit Card,60,1.0,Deanna Jackson,60,Female,0
40303.0,2023-02-11 00:51:23,Clothing,295,3,3556,Crypto,27,1.0,Alexander Smith,27,Male,1
27256.0,2021-10-20 17:51:39,Home,408,4,5080,Credit Card,44,0.0,Robert Carroll DDS,44,Female,0
46737.0,2022-04-22 03:18:31,Books,369,5,4522,Credit Card,67,0.0,Bryan Meza,67,Male,0
48808.0,2021-05-08 06:17:54,Home,271,1,356,Credit Card,27,0.0,Tyler Tucker,27,Male,0
696.0,2021-05-12 10:09:32,Home,175,2,4424,PayPal,26,0.0,Kelsey Evans,26,Male,1
12888.0,2023-04-22 01:21:38,Clothing,181,2,3523,Credit Card,26,1.0,Alexander Hanson,26,Male,0
37755.0,2022-05-02 11:04:50,Electronics,224,1,2804,PayPal,60,0.0,Jason Mills,60,Male,0
36961.0,2021-05-28 15:35:12,Clothing,433,5,3399,PayPal,38,1.0,Michael Perry,38,Male,0
2830.0,2022-04-16 18:33:22,Books,149,4,1145,Credit Card,47,,Heather Patrick,47,Male,0
3066.0,2020-06-29 13:14:51,Home,361,4,4033,Cash,35,,Marilyn Ellis,35,Female,0
12039.0,2021-09-11 11:44:36,Electronics,199,5,915,Credit Card,62,1.0,James Wallace,62,Male,0
17709.0,2021-10-14 11:45:07,Books,91,2,1450,Credit Card,42,,Erik Johnson,42,Female,0
340540.0,2023-07-19 15:04:29,Books,4610,40,26510,PayPal,350,0.0,Kristina Rose,350,Male,10
3825.0,2021-01-04 11:50:35,Electronics,19,2,1578,Cash,41,0.0,Jeffrey Peters,41,Male,0
40968.0,2022-09-09 05:23:16,Books,477,3,4668,Credit Card,56,0.0,Amber Bryant,56,Female,0
20931.0,2021-12-31 06:36:31,Electronics,471,5,4979,Credit Card,27,,Valerie Jones,27,Female,0
43591.0,2020-01-05 13:25:40,Clothing,246,2,5214,PayPal,63,1.0,Shelly Yates,63,Female,0
48296.0,2020-12-30 06:36:50,BOOKS,34,3,2452,CRYPTO,38,,IAN SMITH,38,MALE,0
18290.0,2020-12-14 15:20:07,Clothing,359,5,3324,PayPal,39,0.0,Kimberly Daniels,39,Female,0
23480.0,2020-03-27 08:46:10,Books,254,1,2295,Cash,68,,Paul Merritt,68,Male,1
16950.0,2020-01-21 17:59:19,Books,46,5,459,PayPal,42,0.0,Theresa Griffith,42,Female,1
2592.0,2021-10-04 20:55:15,HOME,152,5,3808,PAYPAL,22,1.0,JOSHUA WEAVER,22,FEMALE,0
8317.0,2020-08-22 12:48:02,Books,214,2,4771,Credit Card,39,0.0,Brenda Sheppard,39,Female,0
34908.0,2023-05-08 15:46:32,Clothing,81,3,3114,PayPal,49,1.0,Donald Murray,49,Female,1
18822.0,2023-02-05 15:39:15,Home,390,2,1609,Credit Card,25,0.0,John Smith,25,Female,0
14098.0,2022-12-15 19:54:13,Books,113,2,3820,Crypto,28,0.0,Sarah Williams,28,Male,1
49080.0,2022-07-22 01:21:10,Clothing,133,1,4912,PayPal,33,0.0,Kelly Mason,33,Male,0
30884.0,2022-02-20 09:15:33,Clothing,197,4,2609,Credit Card,29,,Ryan Adams,29,Male,0
40240.0,2021-01-29 12:29:32,BOOKS,342,5,2724,CREDIT CARD,19,0.0,SARAH SULLIVAN,19,MALE,0
47486.0,2021-08-07 20:10:54,Home,149,5,831,Credit Card,53,,Andrea Blevins,53,Male,0
46733.0,2023-08-12 18:05:54,Clothing,495,4,543,Credit Card,23,,Lauren Campbell,23,Male,0
15063.0,2022-06-19 14:00:00,Electronics,95,1,4211,PayPal,32,0.0,Cory Rodriguez,32,Male,0
18751.0,2021-03-30 23:14:13,Clothing,195,4,5234,Cash,58,0.0,Tanya Merritt,58,Female,0
4817.0,2021-12-07 14:27:56,BOOKS,105,3,640,CASH,51,,LORI JACKSON,51,FEMALE,0
9729.0,2022-12-13 22:04:21,Home,22,4,3060,PayPal,40,,Beverly Caldwell,40,Male,0
31365.0,2022-03-14 12:15:59,Clothing,56,1,577,Credit Card,39,,Joshua Barnes,39,Female,0
30572.0,2020-06-28 20:18:34,Electronics,437,2,4312,Credit Card,29,1.0,Christina Patton DDS,29,Female,0
6799.0,2021-10-14 06:07:14,Electronics,249,1,228,PayPal,26,1.0,Ruth Clark,26,Male,1
43183.0,2022-10-26 18:24:37,Home,139,1,1662,PayPal,37,1.0,Brittany Collins,37,Male,0
36876.0,2022-08-12 19:14:46,Home,326,5,493,PayPal,51,1.0,Robin Nelson,51,Female,0
35066.0,2021-10-27 23:36:51,Books,43,4,2075,Credit Card,30,0.0,Calvin Hill,30,Female,1
30945.0,2021-11-26 05:48:17,Electronics,420,4,3980,Credit Card,23,1.0,Linda Bauer,23,Female,1
7880.0,2022-02-26 06:39:58,Clothing,283,2,1415,PayPal,25,0.0,Jonathan Aguirre,25,Male,0
2825.0,2020-06-04 23:39:28,Clothing,162,2,4971,Credit Card,21,,Shawn Hogan,21,Male,0
2711.0,2021-05-09 19:14:53,Clothing,217,4,244,PayPal,35,,Jaclyn Carroll,35,Female,0
24957.0,2020-09-09 14:26:27,Clothing,205,3,3519,Cash,46,0.0,Ashley Williams,46,Female,1
38620.0,2021-05-07 03:22:14,Clothing,301,4,1293,PayPal,26,1.0,Valerie Burns,26,Male,0
47271.0,2023-05-21 16:51:07,Electronics,329,5,5293,Crypto,66,1.0,Gail Byrd,66,Male,0
17996.0,2021-01-18 11:01:48,Home,107,1,4772,Credit Card,65,,Sherri Rodriguez,65,Male,0
44627.0,2020-01-23 22:14:40,Electronics,468,2,3030,Credit Card,36,0.0,Calvin Hughes,36,Female,0
,,,157,4,3113,Credit Card,33,0.0,Scott Santana,33,Female,0
39277.0,2020-11-09 07:44:39,Books,331,4,798,PayPal,65,,Noah Lane,65,Female,0
15171.0,2023-07-05 08:15:05,Clothing,148,4,4763,Credit Card,55,,Samantha Cook,55,Female,0
35331.0,2023-04-15 09:41:34,BOOKS,424,4,512,CREDIT CARD,25,,CRYSTAL NAVARRO,25,FEMALE,1
29838.0,2023-05-12 22:28:43,Books,295,1,4621,Credit Card,40,,Andrea Cook,40,Male,0
