Customer ID,Purchase Date,Product Category,Product Price,Quantity,Total Purchase Amount,Payment Method,Customer Age,Returns,Customer Name,Age,Gender,Churn,Calculated_Revenue
45559.0,2022-03-24 16:49:28,books,38,4,3443,paypal,55,0.0,sonia jones,55,male,0,152
3147.0,2021-12-31 05:10:17,books,93,3,5215,paypal,50,1.0,brian wilson,50,male,0,279
38805.0,2023-09-04 21:58:29,clothing,320,1,4057,paypal,68,0.0,michael king,68,male,0,320
27698.0,2022-01-07 09:08:20,home,414,2,1449,crypto,69,1.0,jody crawford,69,female,0,828
42785.0,2020-04-20 01:47:44,clothing,68,1,826,credit card,26,1.0,rachel ryan,26,female,0,68
19519.0,2020-10-11 07:10:09,clothing,386,5,4687,credit card,70,0.0,frederick scott,70,male,1,1930
45954.0,2020-04-14 00:23:48,books,20,3,1682,cash,65,0.0,lauren rodriguez,65,female,0,60
10772.0,2023-04-29 15:51:44,books,500,2,3376,cash,53,0.0,jacqueline carr,53,male,0,1000
41426.0,2023-01-25 23:15:05,books,74,3,1800,credit card,70,1.0,christine jones,70,male,0,222
32106.0,2022-09-28 13:33:38,books,91,1,269,credit card,46,0.0,angela reed,46,male,0,91
41971.0,2020-08-29 20:04:24,clothing,175,1,3790,cash,25,1.0,denise mathews,25,male,1,175
18531.0,2021-03-09 11:00:30,electronics,60,2,1444,paypal,23,0.0,lee hernandez,23,female,1,120
30112.0,2021-01-19 00:57:25,books,170,4,2149,credit card,31,0.0,michael jones,31,male,0,680
956.0,2021-04-16 22:11:27,home,370,4,2789,crypto,69,1.0,olivia farmer,69,male,1,1480
42128.0,2022-01-17 12:56:08,books,299,1,4770,credit card,37,0.0,laura burns,37,male,0,299
17532.0,2023-07-05 17:48:21,clothing,394,1,1968,credit card,49,1.0,michelle lawson,49,female,0,394
7859.0,2021-01-28 02:29:40,books,463,1,1414,paypal,67,0.0,mathew kramer,67,female,0,463
8504.0,2021-05-31 11:44:19,clothing,71,5,2618,crypto,66,1.0,sean edwards,66,male,0,355
49755.0,2020-04-10 10:39:51,books,323,5,3582,crypto,36,0.0,carol costa,36,male,1,1615
252.0,2021-07-02 20:59:19,home,438,3,2948,paypal,39,1.0,maria kim,39,female,0,1314
40810.0,2022-08-27 14:03:52,books,35,4,2979,credit card,43,0.0,cynthia watkins,43,female,0,140
38820.0,2022-10-24 15:08:06,clothing,10,4,4901,paypal,46,0.0,robert aguilar,46,male,1,40
37472.0,2021-04-20 14:36:27,home,450,5,2861,cash,19,1.0,robert garcia,19,male,0,2250
35273.0,2020-01-13 02:17:56,clothing,233,4,3092,crypto,66,1.0,kyle rhodes,66,female,1,932
34192.0,2020-06-04 08:11:30,clothing,343,2,4717,paypal,55,1.0,christina sanders,55,female,1,686
9451.0,2020-02-20 10:55:35,electronics,384,4,3801,credit card,47,0.0,melissa peterson,47,female,0,1536
43579.0,2022-12-11 18:21:11,electronics,277,4,2059,cash,33,1.0,shelly petersen,33,female,0,1108
7293.0,2022-12-07 21:39:09,clothing,225,5,3275,paypal,23,0.0,amanda gibson,23,female,0,1125
30475.0,2022-11-23 04:34:03,clothing,92,5,1245,credit card,69,0.0,jeffery byrd,69,female,0,460
38429.0,2022-02-02 08:44:14,home,476,3,4181,credit card,62,0.0,james shah,62,female,0,1428
13011.0,2020-07-17 06:53:09,books,249,5,3889,credit card,31,0.0,anthony lewis,31,female,0,1245
28379.0,2020-03-31 06:14:45,clothing,364,3,1828,cash,27,0.0,april johnson,27,female,0,1092
21646.0,2022-01-02 19:52:18,clothing,486,2,2328,paypal,25,0.0,benjamin garcia,25,female,0,972
4283.0,2023-03-03 08:24:54,home,310,3,4296,cash,33,0.0,jeffery graham,33,male,0,930
3404.0,2020-11-24 05:02:31,home,54,4,766,cash,33,1.0,stephen jones,33,male,0,216
40594.0,2022-12-13 12:02:27,electronics,374,1,4662,credit card,68,1.0,shannon thornton,68,male,0,374
28664.0,2021-12-15 21:14:16,clothing,341,1,4483,crypto,18,0.0,michelle young,18,male,0,341
41784.0,2022-06-07 18:12:19,books,242,3,1397,credit card,57,1.0,karen rios,57,male,0,726
2745.0,2021-09-06 14:46:44,clothing,24,5,2742,paypal,39,1.0,michael garcia,39,male,0,120
3361.0,2022-05-22 04:02:18,clothing,418,5,1467,credit card,59,0.0,jessica lee,59,male,0,2090
41295.0,2020-11-15 15:02:13,home,97,4,3181,paypal,53,0.0,laura kim,53,male,0,388
43531.0,2022-09-06 04:54:16,electronics,43,2,4230,credit card,33,0.0,casey thomas,33,male,0,86
44256.0,2022-09-12 20:46:08,home,300,2,4323,crypto,37,1.0,mike stewart,37,male,0,600
36941.0,2023-04-01 12:36:39,clothing,63,5,838,paypal,36,1.0,ernest friedman,36,female,1,315
48230.0,2023-04-26 16:36:43,books,433,5,412,paypal,61,1.0,vickie jenkins,61,male,0,2165
45259.0,2020-01-23 23:46:46,clothing,260,1,1921,credit card,58,0.0,erica mcbride,58,male,0,260
31335.0,2023-08-04 23:56:37,books,343,5,4749,paypal,52,1.0,sean harris,52,male,0,1715
38604.0,2022-06-07 10:23:37,clothing,406,2,1118,credit card,54,0.0,dr. bradley munoz,54,male,0,812
4462.0,2020-07-26 08:26:21,books,138,5,3057,paypal,43,1.0,clarence lyons,43,female,0,690
44815.0,2020-10-01 04:49:21,home,376,4,3947,credit card,42,0.0,james stewart,42,male,0,1504
11661.0,2023-05-17 12:07:22,clothing,409,5,1712,cash,34,1.0,terry blackwell,34,female,0,2045
6093.0,2023-03-13 20:10:42,electronics,29,3,4214,paypal,66,0.0,megan woodard,66,male,0,87
49639.0,2020-08-30 12:35:47,electronics,455,2,2934,paypal,29,0.0,jacqueline hawkins,29,male,0,910
10667.0,2020-01-06 18:18:01,books,458,1,4903,credit card,65,0.0,william hernandez,65,male,0,458
40393.0,2020-10-31 21:20:11,books,43,1,4032,credit card,29,0.0,ariel gordon,29,female,0,43
33321.0,2021-03-03 11:47:31,electronics,235,1,2665,crypto,33,1.0,christopher boone,33,female,1,235
12899.0,2022-12-22 14:59:07,electronics,288,5,2874,credit card,59,0.0,robert tucker,59,male,1,1440
25893.0,2022-01-31 02:20:21,home,215,3,1270,credit card,50,0.0,amanda dennis,50,female,0,645
11619.0,2022-06-14 13:40:31,books,85,2,1978,credit card,63,1.0,jamie raymond,63,female,0,170
27513.0,2022-11-16 05:41:55,books,272,5,4331,cash,42,1.0,jeffrey stewart,42,female,0,1360
25034.0,2021-02-26 03:08:44,clothing,211,2,2075,credit card,64,1.0,monique miller,64,male,0,422
37264.0,2020-11-18 15:11:34,home,449,5,3430,credit card,24,0.0,paul thomas,24,male,1,2245
22327.0,2020-12-31 03:48:03,home,211,3,4254,crypto,37,0.0,jordan blevins,37,male,0,633
40995.0,2022-12-05 09:07:14,home,206,4,4902,credit card,25,1.0,denise lopez,25,female,0,824
7760.0,2020-03-03 03:57:55,home,115,3,4461,credit card,20,1.0,jerry miller,20,female,1,345
11984.0,2021-10-20 07:13:53,books,251,4,1701,cash,66,0.0,ashley small,66,male,0,1004
23679.0,2022-02-07 02:44:10,clothing,461,4,3302,cash,39,0.0,sarah brooks,39,male,0,1844
47072.0,2022-03-04 18:00:52,clothing,260,3,4607,cash,34,0.0,john cox,34,female,1,780
26769.0,2023-08-13 03:13:17,clothing,204,4,449,credit card,30,0.0,john spencer,30,female,0,816
39844.0,2022-01-19 01:12:44,clothing,460,2,4458,crypto,59,1.0,heidi thompson,59,male,1,920
12129.0,2022-04-04 00:29:53,books,307,3,3665,credit card,51,0.0,stacy roman,51,female,0,921
35424.0,2021-12-24 22:28:19,clothing,479,5,2069,credit card,53,1.0,lindsay soto,53,male,0,2395
28735.0,2022-03-01 05:45:02,home,132,1,2313,cash,67,0.0,brent wilkerson,67,female,0,132
2110.0,2022-07-19 01:32:04,clothing,223,1,2841,credit card,56,1.0,marie shah,56,male,0,223
17423.0,2023-06-26 08:06:56,books,402,4,407,credit card,65,1.0,erica sanchez,65,male,1,1608
1163.0,2022-08-09 10:31:41,home,322,3,2343,credit card,54,1.0,cassidy olson,54,female,0,966
25455.0,2020-05-05 08:47:43,electronics,346,5,4042,crypto,44,0.0,james chapman,44,male,0,1730
17059.0,2020-03-06 01:10:53,clothing,112,2,2052,cash,22,0.0,luis stokes,22,male,0,224
7243.0,2023-06-28 22:33:43,clothing,334,5,723,paypal,41,0.0,jeffery ortega,41,male,0,1670
35181.0,2022-09-16 17:47:14,home,373,3,2290,credit card,66,1.0,christopher rogers,66,female,0,1119
38332.0,2023-04-20 11:33:40,electronics,471,3,886,credit card,26,0.0,virginia thompson,26,male,0,1413
10690.0,2021-03-20 07:35:01,books,219,2,687,paypal,42,0.0,shannon mann,42,female,0,438
29146.0,2020-11-26 02:54:47,home,340,3,3704,cash,30,0.0,daniel aguirre,30,female,0,1020
13782.0,2020-10-31 09:05:15,clothing,289,2,1642,credit card,18,0.0,diana johnson,18,female,1,578
48497.0,2021-07-08 22:56:25,books,71,3,3803,credit card,60,0.0,arthur martinez,60,female,1,213
34747.0,2023-04-10 04:56:58,electronics,400,2,477,cash,29,0.0,willie kaiser,29,male,1,800
26805.0,2023-08-13 11:16:49,books,70,4,2751,paypal,56,0.0,april garcia,56,male,0,280
45297.0,2022-11-18 22:08:43,books,120,2,2971,paypal,67,0.0,jill harrington,67,male,1,240
32359.0,2020-03-06 09:35:25,home,332,1,4443,credit card,52,1.0,marcus gamble,52,male,1,332
42239.0,2020-04-26 22:09:13,home,113,2,734,paypal,67,0.0,brian ross,67,male,0,226
26972.0,2021-06-27 17:02:58,home,193,4,2712,credit card,32,1.0,kevin maxwell,32,male,0,772
16649.0,2020-11-07 04:12:46,books,482,1,996,credit card,29,0.0,charles rodriguez,29,female,0,482
16848.0,2023-04-21 18:15:08,home,359,3,318,paypal,23,1.0,john white,23,male,0,1077
28754.0,2020-10-23 15:11:32,clothing,117,2,1136,paypal,20,0.0,jessica garner,20,male,0,234
47094.0,2023-03-15 03:34:01,books,285,1,4635,cash,31,0.0,mr. jeffrey smith,31,female,0,285
1942.0,2022-08-05 05:14:54,electronics,31,1,3798,paypal,20,0.0,stephanie jackson,20,female,0,31
38733.0,2021-01-29 03:03:20,electronics,26,2,672,cash,25,1.0,amanda archer md,25,male,1,52
35989.0,2020-04-14 17:24:15,home,281,5,2976,paypal,35,0.0,kenneth bentley,35,female,1,1405
12520.0,2021-03-26 03:13:36,books,303,1,4884,cash,51,1.0,amber smith,51,female,0,303
39647.0,2021-11-25 04:06:49,clothing,136,5,2324,credit card,49,0.0,melanie lee,49,male,0,680
18223.0,2020-11-17 11:20:12,books,329,3,1131,credit card,63,0.0,michael mcmillan,63,female,0,987
26292.0,2023-08-26 08:38:16,electronics,266,3,468,crypto,50,1.0,katherine collins,50,female,0,798
868.0,2022-01-15 01:14:20,electronics,125,1,2586,paypal,49,0.0,matthew lewis,49,female,0,125
26570.0,2020-03-16 15:26:48,electronics,290,5,488,paypal,30,1.0,kimberly holland,30,male,0,1450
6245.0,2022-04-03 15:07:44,books,87,5,363,credit card,33,0.0,jason franklin,33,female,0,435
22104.0,2021-06-05 05:33:05,clothing,228,1,583,cash,36,0.0,donna phillips,36,female,0,228
31201.0,2020-03-20 21:41:57,clothing,27,3,1166,credit card,51,0.0,nicole white,51,female,1,81
22617.0,2021-06-20 02:45:29,books,496,3,1877,credit card,67,0.0,james hall,67,female,1,1488
31548.0,2021-09-08 03:52:25,clothing,388,4,703,credit card,32,0.0,becky fuller,32,female,0,1552
21458.0,2020-10-03 16:00:11,books,116,2,3250,credit card,20,1.0,amber anderson,20,male,0,232
43141.0,2020-10-09 12:51:46,clothing,209,2,5010,credit card,64,1.0,michael horton,64,female,0,418
19364.0,2021-07-26 23:05:44,home,384,2,4657,credit card,68,0.0,ryan hill dds,68,male,0,768
23080.0,2023-06-20 08:18:20,clothing,335,3,3484,paypal,22,0.0,sarah griffith,22,male,1,1005
20118.0,2021-11-09 14:37:00,home,388,3,1475,credit card,70,1.0,christian oneal,70,male,0,1164
45469.0,2022-07-04 19:10:28,home,266,4,238,paypal,24,1.0,william fields,24,female,0,1064
14056.0,2022-03-14 18:04:43,electronics,29,3,2903,credit card,67,0.0,kristin green,67,male,0,87
49250.0,2021-03-04 15:58:55,books,339,3,1020,credit card,22,0.0,adam chavez,22,male,0,1017
7583.0,2022-05-09 02:55:06,electronics,119,5,1921,credit card,39,0.0,nicole valentine,39,female,1,595
22638.0,2020-04-22 11:53:13,home,223,4,2747,credit card,19,0.0,brian anderson,19,female,1,892
15048.0,2021-08-30 14:13:35,electronics,66,3,1193,cash,28,1.0,nancy smith,28,male,0,198
20574.0,2021-03-05 23:50:51,electronics,493,4,895,credit card,60,0.0,morgan woodard,60,male,0,1972
47786.0,2020-04-22 10:40:51,books,122,2,3766,cash,30,0.0,joseph gonzales,30,female,0,244
10758.0,2022-08-01 21:26:23,home,89,2,3192,cash,40,0.0,robert smith,40,female,0,178
2230.0,2020-11-19 12:00:26,books,174,4,5142,credit card,70,0.0,walter carter,70,female,0,696
36799.0,2022-11-04 05:02:53,books,267,5,4357,credit card,65,1.0,stacy baker,65,male,0,1335
45324.0,2021-03-01 08:16:22,clothing,442,4,2218,credit card,60,1.0,deanna jackson,60,female,0,1768
40303.0,2023-02-11 00:51:23,clothing,295,3,3556,crypto,27,1.0,alexander smith,27,male,1,885
27256.0,2021-10-20 17:51:39,home,408,4,5080,credit card,44,0.0,robert carroll dds,44,female,0,1632
46737.0,2022-04-22 03:18:31,books,369,5,4522,credit card,67,0.0,bryan meza,67,male,0,1845
48808.0,2021-05-08 06:17:54,home,271,1,356,credit card,27,0.0,tyler tucker,27,male,0,271
696.0,2021-05-12 10:09:32,home,175,2,4424,paypal,26,0.0,kelsey evans,26,male,1,350
12888.0,2023-04-22 01:21:38,clothing,181,2,3523,credit card,26,1.0,alexander hanson,26,male,0,362
37755.0,2022-05-02 11:04:50,electronics,224,1,2804,paypal,60,0.0,jason mills,60,male,0,224
36961.0,2021-05-28 15:35:12,clothing,433,5,3399,paypal,38,1.0,michael perry,38,male,0,2165
2830.0,2022-04-16 18:33:22,books,149,4,1145,credit card,47,0.0,heather patrick,47,male,0,596
3066.0,2020-06-29 13:14:51,home,361,4,4033,cash,35,0.0,marilyn ellis,35,female,0,1444
12039.0,2021-09-11 11:44:36,electronics,199,5,915,credit card,62,1.0,james wallace,62,male,0,995
17709.0,2021-10-14 11:45:07,books,91,2,1450,credit card,42,0.0,erik johnson,42,female,0,182
3825.0,2021-01-04 11:50:35,electronics,19,2,1578,cash,41,0.0,jeffrey peters,41,male,0,38
40968.0,2022-09-09 05:23:16,books,477,3,4668,credit card,56,0.0,amber bryant,56,female,0,1431
20931.0,2021-12-31 06:36:31,electronics,471,5,4979,credit card,27,0.0,valerie jones,27,female,0,2355
43591.0,2020-01-05 13:25:40,clothing,246,2,5214,paypal,63,1.0,shelly yates,63,female,0,492
48296.0,2020-12-30 06:36:50,books,34,3,2452,crypto,38,0.0,ian smith,38,male,0,102
18290.0,2020-12-14 15:20:07,clothing,359,5,3324,paypal,39,0.0,kimberly daniels,39,female,0,1795
23480.0,2020-03-27 08:46:10,books,254,1,2295,cash,68,0.0,paul merritt,68,male,1,254
16950.0,2020-01-21 17:59:19,books,46,5,459,paypal,42,0.0,theresa griffith,42,female,1,230
2592.0,2021-10-04 20:55:15,home,152,5,3808,paypal,22,1.0,joshua weaver,22,female,0,760
8317.0,2020-08-22 12:48:02,books,214,2,4771,credit card,39,0.0,brenda sheppard,39,female,0,428
34908.0,2023-05-08 15:46:32,clothing,81,3,3114,paypal,49,1.0,donald murray,49,female,1,243
18822.0,2023-02-05 15:39:15,home,390,2,1609,credit card,25,0.0,john smith,25,female,0,780
14098.0,2022-12-15 19:54:13,books,113,2,3820,crypto,28,0.0,sarah williams,28,male,1,226
49080.0,2022-07-22 01:21:10,clothing,133,1,4912,paypal,33,0.0,kelly mason,33,male,0,133
30884.0,2022-02-20 09:15:33,clothing,197,4,2609,credit card,29,0.0,ryan adams,29,male,0,788
40240.0,2021-01-29 12:29:32,books,342,5,2724,credit card,19,0.0,sarah sullivan,19,male,0,1710
47486.0,2021-08-07 20:10:54,home,149,5,831,credit card,53,0.0,andrea blevins,53,male,0,745
46733.0,2023-08-12 18:05:54,clothing,495,4,543,credit card,23,0.0,lauren campbell,23,male,0,1980
15063.0,2022-06-19 14:00:00,electronics,95,1,4211,paypal,32,0.0,cory rodriguez,32,male,0,95
18751.0,2021-03-30 23:14:13,clothing,195,4,5234,cash,58,0.0,tanya merritt,58,female,0,780
4817.0,2021-12-07 14:27:56,books,105,3,640,cash,51,0.0,lori jackson,51,female,0,315
9729.0,2022-12-13 22:04:21,home,22,4,3060,paypal,40,0.0,beverly caldwell,40,male,0,88
31365.0,2022-03-14 12:15:59,clothing,56,1,577,credit card,39,0.0,joshua barnes,39,female,0,56
30572.0,2020-06-28 20:18:34,electronics,437,2,4312,credit card,29,1.0,christina patton dds,29,female,0,874
6799.0,2021-10-14 06:07:14,electronics,249,1,228,paypal,26,1.0,ruth clark,26,male,1,249
43183.0,2022-10-26 18:24:37,home,139,1,1662,paypal,37,1.0,brittany collins,37,male,0,139
36876.0,2022-08-12 19:14:46,home,326,5,493,paypal,51,1.0,robin nelson,51,female,0,1630
35066.0,2021-10-27 23:36:51,books,43,4,2075,credit card,30,0.0,calvin hill,30,female,1,172
30945.0,2021-11-26 05:48:17,electronics,420,4,3980,credit card,23,1.0,linda bauer,23,female,1,1680
7880.0,2022-02-26 06:39:58,clothing,283,2,1415,paypal,25,0.0,jonathan aguirre,25,male,0,566
2825.0,2020-06-04 23:39:28,clothing,162,2,4971,credit card,21,0.0,shawn hogan,21,male,0,324
2711.0,2021-05-09 19:14:53,clothing,217,4,244,paypal,35,0.0,jaclyn carroll,35,female,0,868
24957.0,2020-09-09 14:26:27,clothing,205,3,3519,cash,46,0.0,ashley williams,46,female,1,615
38620.0,2021-05-07 03:22:14,clothing,301,4,1293,paypal,26,1.0,valerie burns,26,male,0,1204
47271.0,2023-05-21 16:51:07,electronics,329,5,5293,crypto,66,1.0,gail byrd,66,male,0,1645
17996.0,2021-01-18 11:01:48,home,107,1,4772,credit card,65,0.0,sherri rodriguez,65,male,0,107
44627.0,2020-01-23 22:14:40,electronics,468,2,3030,credit card,36,0.0,calvin hughes,36,female,0,936
39277.0,2020-11-09 07:44:39,books,331,4,798,paypal,65,0.0,noah lane,65,female,0,1324
15171.0,2023-07-05 08:15:05,clothing,148,4,4763,credit card,55,0.0,samantha cook,55,female,0,592
35331.0,2023-04-15 09:41:34,books,424,4,512,credit card,25,0.0,crystal navarro,25,female,1,1696
29838.0,2023-05-12 22:28:43,books,295,1,4621,credit card,40,0.0,andrea cook,40,male,0,295
40025.0,2020-01-03 08:51:57,clothing,193,1,4717,cash,52,0.0,jennifer lee,52,female,0,193
10094.0,2022-07-16 07:48:23,electronics,55,3,2444,credit card,56,0.0,david mcconnell,56,male,0,165
33754.0,2021-10-11 16:13:18,clothing,246,2,4917,crypto,67,0.0,lisa garner,67,male,0,492
37067.0,2023-07-23 02:38:17,electronics,20,4,2289,paypal,51,1.0,dakota greer,51,female,0,80
34450.0,2023-05-04 13:52:47,clothing,165,1,608,credit card,59,0.0,benjamin barnett,59,male,0,165
1776.0,2023-03-30 02:36:39,home,204,2,2013,paypal,32,1.0,tara anderson,32,male,0,408
12263.0,2023-06-30 00:09:48,home,13,5,5066,credit card,46,1.0,david holt,46,female,0,65
6352.0,2021-04-11 07:52:09,books,225,4,3353,credit card,51,1.0,john reed,51,female,0,900
5943.0,2020-01-19 00:06:14,books,281,2,2784,paypal,46,0.0,brianna vasquez,46,female,0,562
15979.0,2020-11-02 17:07:01,clothing,56,5,4242,cash,70,1.0,angelica webster,70,male,0,280
1746.0,2021-11-21 23:43:25,electronics,210,1,2542,paypal,30,0.0,jeremy hardy,30,male,1,210
9680.0,2023-02-21 04:07:27,clothing,420,2,4143,credit card,35,1.0,jennifer hall,35,female,0,840
24625.0,2020-09-08 05:48:38,books,143,3,483,paypal,20,1.0,jerry drake,20,female,0,429
36966.0,2023-06-01 20:22:16,home,26,2,3697,cash,47,1.0,gabriela gibson,47,male,0,52
4498.0,2022-11-28 12:57:55,clothing,182,3,3431,paypal,60,1.0,mr. brandon cooper,60,male,0,546
36617.0,2020-10-25 03:44:51,books,334,5,3316,cash,39,1.0,brent shelton,39,female,0,1670
33388.0,2021-08-30 11:01:15,clothing,430,3,1838,credit card,64,0.0,alex brown,64,female,0,1290
35494.0,2021-03-28 14:24:25,books,60,4,4141,credit card,46,0.0,joseph deleon,46,female,0,240
27774.0,2021-07-07 11:37:37,clothing,352,5,4627,credit card,64,0.0,pamela ponce,64,female,0,1760
2334.0,2022-07-22 14:52:59,clothing,260,5,4492,credit card,37,0.0,dustin farrell,37,male,0,1300
3326.0,2023-06-25 06:22:23,books,437,2,1104,paypal,34,1.0,katherine franco,34,male,0,874
19946.0,2020-10-31 14:46:45,electronics,481,1,766,paypal,56,1.0,brian richards,56,female,0,481
41150.0,2021-07-20 02:39:04,home,466,3,2846,credit card,25,1.0,matthew moreno,25,male,0,1398
33834.0,2023-02-24 00:43:39,books,439,2,3554,paypal,36,1.0,brian thomas,36,male,0,878
35905.0,2022-01-24 09:57:11,books,347,3,4109,credit card,37,0.0,lisa mendez,37,female,0,1041
18712.0,2021-06-19 20:06:31,electronics,69,5,5009,cash,24,1.0,gary hernandez,24,male,0,345
47143.0,2022-07-25 10:17:26,home,424,4,4328,paypal,40,1.0,mary thomas,40,male,0,1696
38447.0,2022-11-11 15:01:43,home,410,4,4206,credit card,67,1.0,erin ramirez md,67,female,0,1640
